Generation	ID	Survival_Time	Response_Time	Capture_Time	Luminance_Difference	Contrast_Difference	Colour_Difference	GabRat_Edge_Disruption	BgLocal_Luminance	BgLocal_Contrast	BgLocal_A	BgLocal_B	Target_Luminance	Target_Contrast	Target_A	Target_B	Image_ID	X_Coordinate	Y_Coordinate	Rotation	Flip	speckling_intensity	speckling_sigma	pttn_x	pttn_y	pttn_width	pttn_aspect_ratio	pttn_angle	pttn_coverage	pttn_CS_sigma	pttn_CS_height	pttn_CS_angle	pttn_E_sigma	pttn_E_noise	EE_intensity	EE_sigma	unit_C_0	pttn_L	pttn_A	pttn_B	unit_C_1	top_L	top_A	top_B	unit_C_2	bottom_L	bottom_A	bottom_B	unit_C_N	col_sigma	col_height	Parent1	Parent2
8	Gen5_Mut1_ID8	2530	2530	2955	10.163	2.2517	6.8537	0.3043	52.1786	17.8195	1.947	11.4632	62.3416	20.0713	1.1412	4.6571	1.jpg	414.7654	792.9657	-11.6487	none	0.4116	0.2664	0.1446	0.0541	0.5984	0.6407	0.168	0.08615	0.8195	0.1277	0.146271385	0.3275	0.711	0.5179	0.066358186	0.394911834	0.1971	0.2462	0.758993987	0.255597635	1	0.143039372	0.92716068	0.4207	0.367568413	0.2976	0.4572	0.769793838	0.769793838	0	Par_Gen5_Mut0_ID10	Par_Gen4_Mut0_ID5
8	Gen8_Mut0_ID3	4585	3266	4585	5.8587	1.6309	2.986	0.4007	52.4157	18.6688	1.7965	9.9317	58.2744	20.2997	2.427	7.013	3.jpg	331.8046	259.9546	-58.5437	none	0.6689	0.2664	0.1446	0.0541	0.3472	0.6407	0.2043	0.1952	0.8152	0.1426	0.1824	0.067	0.9929	0.2634	0.5452	0.4207	0.5586	0.429	0.2162	0.4207	0.1706	0.7251	0.92716068	0.4778	0.2324	0.429	0.4572	0.9836	0.2963	0.1559	Par_Gen3_Mut0_ID4	Par_Gen4_Mut0_ID5
8	Gen8_Mut0_ID9	3527	2218	3527	5.3806	2.8293	5.1296	0.4012	49.6051	19.6232	2.5518	10.6026	54.9857	16.7939	2.5329	5.473	2.jpg	1147.8549	309.1882	55.803	Horiz	0.7841	0.2664	0.1446	0.0541	0.3472	0.6407	0.2146	0.1952	0.8186	0.1426	0.1824	0.067	0.9929	0.6027	0.4098	0.5714	0.0558	0.429	0.2162	0.5352	0.1706	0.7251	0.8141	0.4207	0.1896	0.2976	0.4572	0.9836	0.4707	0.1559	Par_Gen5_Mut0_ID10	Par_Gen5_Mut0_ID8
8	Gen8_Mut0_ID11	2302	2302	2646	3.9538	2.9234	6.0353	0.3726	56.6031	18.8189	3.1726	11.5711	52.6493	15.8954	-1.0619	7.2707	3.jpg	564.1533	196.9613	-21.2866	Horiz	0.8728	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8152	0.286519202	0.1824	0.067	0.9365	0.714593745	0.444632648	0.4223	0.5586	0.429	0.2162	0.2864	0.1706	0.7251	0.911787423	0.525813894	0.2324	0.704140571	0.8218	0.8726	0.305331098	0.1559	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
8	Gen8_Mut0_ID5	801	801	1657	1.6175	0.7851	5.0721	0.427	51.9599	20.0482	3.3177	12.151	50.3424	19.2631	2.9022	7.096	2.jpg	760.4122	384.6479	16.8241	Horiz	0.7841	0.2664	0.1446	0.0541	0.5984	0.9117	0.2146	0.08615	0.8195	0.1277	0.9386	0.3275	0.711	0.6027	0.3759	0.5714	0.0558	0.3695	0.1071	0.5352	0.7239	0.2154	0.7858	0.4207	0.1789	0.2976	0.4572	0.9078	0.5143	0.1462	Par_Gen4_Mut0_ID4	Par_Gen3_Mut0_ID9
8	Gen8_Mut0_ID2	2316	1103	2316	5.3695	4.0667	5.0569	0.3551	57.0426	18.2881	2.0005	11.117	62.4121	14.2214	-1.0587	7.0904	1.jpg	941.8444	213.3324	56.3346	Horiz	0.8728	0.2664	0.1446	0.0541	0.733657609	0.6407	0.1265	0.1952	0.8152	0.2865	0.2041	0.067	0.8937	0.2634	0.3759	0.4223	0.5586	0.429	0.5586	0.4998	0.7556	0.704140571	0.911787423	0.4998	0.7556	0.704140571	0.8218	0.84489324	0.305331098	0.1462	Par_Gen6_Mut0_ID8	Par_Gen6_Mut0_ID4
8	Gen6_Mut2_ID2	1924	1924	2353	16.005	1.2324	5.2014	0.2436	52.7163	18.5845	2.7656	9.9316	68.7214	19.8168	-1.0833	6.433	0.jpg	454.4381	284.2054	-42.6687	none	0.8728	0.2664	0.1446	0.0541	0.3472	0.6407	0	0.1952	0.8152	0.286519202	0.2907	0.067	0.9365	0.2634	0.5452	0.4223	0.4212	0.429	0.2162	0.4223	0.3754	0.429	0.9149	0.4778	0.2324	0.429	0.912896931	0.84489324	0.2963	0.1559	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
8	Gen8_Mut0_ID8	2155	2155	2649	7.9825	4.5684	3.2264	0.3172	52.1161	18.3134	2.7817	10.295	60.0986	22.8817	2.476	7.0832	0.jpg	458.3034	333.5226	7.5966	Horiz	0.2254	0.2664	0.3649	0.0541	0.0196	0.9117	0.1265	0.1952	0.8137	0.311066727	0.9386	0.1732	0.834183371	0.391800353	0.3759	0.525575242	0	0.296730335	0.1071	0.370153501	1	0.6283	0.7554	0.597406038	0.33808837	0.09220957	0.4572	1	0.410914513	0.283253824	none	none
8	Gen8_Mut0_ID6	2164	2164	2614	6.3003	3.4552	3.4192	0.3001	57.8344	17.5093	1.6719	10.5129	51.5341	20.9645	1.8938	7.1008	2.jpg	952.0062	811.8419	-12.28	Horiz	0.9238	0.153729229	0.1777	0.0541	0.0196	0.389740269	0.1597	0.1679	0.8168	0.1277	0.2907	0.1732	0.7133	0.262930355	0.5875	0.4207	0.2324	0.63575355	0.398785952	0.4207	0.2324	0.4695	0.7554	0.4219	0.7556	0.431872687	0.4572	0.9826	0.4707	0.364502183	Par_Gen5_Mut0_ID7	Par_Gen4_Mut0_ID5
8	Gen7_Mut1_ID11	557	557	1011	21.5931	14.7949	10.2769	0.2431	48.1334	17.1308	3.6909	13.3216	26.5404	31.9257	-4.0763	6.5922	3.jpg	971.3232	680.0575	-41.5583	none	0.7199	0.2664	0.1446	0.0541	0.3472	0.6407	0.323964714	0.1952	0.699339425	0.1426	0.2907	0	0.9929	0.2634	0.719685482	0.4207	0.3754	0.744802552	0.248129189	0.3759	0.3754	0.3377	0.92716068	0.4778	0.38095067	0.429	0.5483	1	0	0	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
8	Gen8_Mut0_ID7	1396	1396	1832	8.9883	6.9988	3.0263	0.3377	56.0206	19.019	1.956	11.5229	65.0089	12.0202	0.035	13.8612	1.jpg	982.8637	158.3559	-4.2845	Horiz	0.9238	0.2664	0.1446	0.0541	0.604	0.6407	0.1265	0.1952	0.8234	0.286519202	0.2907	0.1732	0.7223	0.2634	0.3759	0.4223	0.5586	0.4695	0.2162	0.4998	0.7556	0.704140571	0.7554	0.4998	0.7556	0.704140571	0.8218	0.84489324	0.305331098	0.1462	Par_Gen5_Mut0_ID7	Par_Gen3_Mut2_ID6
8	Gen6_Mut0_ID4	1318	1318	1905	7.0603	2.2256	4.1944	0.3682	48.1854	16.876	1.8208	11.1283	55.2457	19.1017	1.8713	15.3223	1.jpg	493.6015	381.8102	-24.4712	Horiz	0.6689	0.2664	0.1446	0.0541	0.5984	0.9117	0.2043	0.08615	0.8161	0.1277	0.9386	0.3275	0.711	0.2634	0.5113	0.4207	0.5586	0.3695	0.1071	0.4207	0.7239	0.2154	0.8989	0.4778	0.2217	0.429	0.4572	0.9078	0.3399	0.1462	Par_Gen5_Mut0_ID10	Par_Gen5_Mut0_ID8
8	Gen8_Mut0_ID4	1154	1154	1712	2.0594	1.1335	2.0112	0.329	50.5325	20.8387	3.3715	11.3231	52.5919	19.7052	2.6194	13.1884	0.jpg	1073.2615	637.7517	-14.4464	none	0.9238	0.3063	0.1446	0.0541	0.733657609	0.8575	0.1524	0.1952	0.8156	0.286519202	0.809	0.1721	0.9365	0.714593745	0.3759	0.4223	0.3754	0.3508	0.1353	0.4223	0.3754	0.3508	0.7867	0.4207	0.393	0.704140571	0.912896931	0.84489324	0.4725	0.1462	Par_Gen3_Mut2_ID6	Par_Gen5_Mut1_ID0
8	Gen7_Mut1_ID4	980	980	1422	8.1375	1.6755	5.281	0.271	48.1443	16.9594	3.6739	13.2526	40.0068	18.6349	4.9941	8.1393	3.jpg	998.3739	657.5857	70.2541	none	0.8728	0.4657	0.1446	0.0541	0.6322	0.9117	0	0.1952	0.8137	0.286519202	0.1824	0.1788	0.7674	0.6027	0.3759	0.5126	0.1564	0.429	0.2162	0.2864	0.1706	0.3508	0.7554	0.525813894	0.3609	0.2976	0.230286841	0.672	0.305331098	0.1559	Par_Gen6_Mut0_ID8	Par_Gen5_Mut1_ID0
8	Gen7_Mut0_ID8	1224	1224	1644	3.4929	1.5282	4.826	0.2631	51.7135	18.4167	2.0032	10.0603	48.2206	19.9449	3.5189	5.4784	2.jpg	321.7737	316.9312	41.9302	none	0.6724	0.2664	0.1446	0.0541	0.5984	0.9117	0.1524	0.1952	0.8137	0.1277	0.9386	0.206691199	0.711	0.6027	0.3759	0.5352	0.0558	0.3508	0.1071	0.332981821	0	0.3508	0.7554	0.4207	0.393	0.2976	0.230286841	0.605116208	0.5143	0.1462	Par_Gen3_Mut0_ID1	Par_Gen4_Mut0_ID4
9	Gen8_Mut0_ID3	9278	8455	9278	0.0116	2.8712	3.3903	0.3445	58.3006	17.4072	1.5801	10.2917	58.289	20.2784	2.4329	7.0104	1.jpg	861.3924	275.8634	29.0709	none	0.7841	0.2664	0.1446	0.0541	0.1952	0.2907	0.9117	0.8234	0.7223	0.604	0.1732	0.1277	0.2146	0.6027	0.3759	0.4521	0.458	0.4495	0.1798	0.4998	0.7556	0.2154	0.7858	0.4998	0.7556	0.2154	0.4572	0.84489324	0.5143	0.1462	Par_Gen5_Mut0_ID10	Par_Gen6_Mut0_ID4
9	Gen5_Mut1_ID8	3546	3546	3945	8.7359	1.0333	5.2649	0.2841	53.6568	19.0121	1.7639	9.8794	62.3926	20.0454	1.1423	4.6514	3.jpg	271.8621	404.3036	-72.7937	Horiz	0.6724	0.2664	0.1446	0.0541	0.6998	0.6407	0.1524	0.1952	0.8152	0.1277	0.9386	0.09494	0.8801	0.714593745	0.444632648	0.4449	0.2645	0.3508	0.1071	0.332981821	0	0.7251	0.911787423	0.4207	0.2645	0.704140571	0.8218	0.8057	0.5143	0.1462	Par_Gen6_Mut0_ID8	Par_Gen5_Mut1_ID0
9	Gen9_Mut0_ID8	1220	1220	1635	5.5617	1.2162	6.9511	0.352	54.0611	18.5928	2.0656	11.3002	59.6228	19.8091	2.4782	4.3614	2.jpg	396.9009	736.4136	50.2136	Horiz	0.9238	0.2664	0.1446	0.0541	0.08512	0.6407	0.1265	0.1952	0.978389416	0.1277	0.2907	0.1732	0.7223	0.400028187	0.525947863	0.35298239	0.354565238	0.4695	0.2162	0.4207	0.7556	0.448527509	0.7554	0.4219	0.7556	0.2976	0.4572	0.9131	0.520468477	0.1462	Par_Gen3_Mut0_ID1	Par_Gen4_Mut0_ID1
9	Gen8_Mut0_ID2	742	742	1068	9.0721	4.5178	4.2646	0.3104	53.3318	18.7664	2.1762	9.8721	62.4039	14.2486	-1.0587	7.0932	0.jpg	573.0663	691.5636	-5.7651	none	0.6724	0.4258	0.1446	0.0541	0.5984	0.6949	0	0.1952	0.8215	0.1277	0.4203	0.1028	0.711	0.6027	0.444632648	0.5352	0.0558	0.744802552	0.2199	0.24161163	0.3003	0.3421	0.8805	0.5352	0.0558	0.744802552	0.230286841	0.605116208	0.3471	0	Par_Gen3_Mut2_ID6	Par_Gen5_Mut1_ID0
9	Gen6_Mut1_ID8	919	919	1317	9.7022	5.9522	4.8618	0.3383	53.2902	17.0642	2.1231	11.3875	43.588	11.1119	0.4258	6.8317	1.jpg	376.025	663.5446	-72.2637	none	0.7841	0.2664	0.1446	0.0541	0.1952	0.2907	0.9117	0.8234	0.7223	0.604	0.1732	0.1277	0.2146	0.6027	0.3759	0.4521	0.458	0.4495	0.1798	0.4998	0.7556	0.2154	0.7858	0.4998	0.7556	0.2154	0.4572	0.84489324	0.5143	0.1462	Par_Gen5_Mut0_ID10	Par_Gen6_Mut0_ID4
9	Gen8_Mut1_ID8	2031	2031	2439	2.234	4.0174	8.3652	0.333	55.9392	17.6284	2.0882	9.7038	58.1731	21.6458	-5.5054	13.2129	3.jpg	212.1066	223.1771	25.7633	Horiz	0.9238	0.2664	0.1446	0.0541	0.5984	0.6407	0.1265	0.08615	0.8195	0.286519202	0.9386	0.3275	0.711	0.2634	0.3759	0.5416	0.1564	0.3895	0.1435	0.5352	0.7239	0.704140571	0.7554	0.4207	0.3231	0.2976	0.8218	0.9078	0.305331098	0.1462	Par_Gen5_Mut0_ID10	Par_Gen6_Mut0_ID4
9	Gen9_Mut0_ID7	1892	1892	2305	16.8492	0.7042	5.8318	0.3305	54.5701	17.907	2.5072	9.6234	71.4193	17.2028	0.5118	4.1435	2.jpg	163.7432	366.6399	-30.6574	none	0.7199	0.4657	0.1446	0.0541	0.733657609	0.6407	0.2043	0.1952	0.8234	0.1426	0.1824	0.068159128	0.9929	0.714593745	0.444632648	0.4207	0.5128	0.744802552	0.248129189	0.4207	0.1706	0.7251	0.9241	0.525813894	0.38095067	0.704140571	0.4572	0.9836	0.305331098	0	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
9	Gen9_Mut0_ID4	2447	1278	2447	5.7114	5.1563	5.3223	0.2536	54.9466	17.3085	3.6432	11.0108	60.6581	22.4649	2.6727	5.7778	0.jpg	1099.5016	198.4521	-47.8117	Horiz	0.9238	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8234	0.286519202	0.2907	0.068159128	0.9365	0.714593745	0.444632648	0.4223	0.3754	0.744802552	0.248129189	0.24161163	0.3754	0.3377	0.911787423	0.525813894	0.38095067	0.704140571	0.912896931	0.84489324	0.305331098	0	Par_Gen2_Mut0_ID8	Par_Gen2_Mut0_ID2
9	Gen9_Mut0_ID1	1415	1415	1871	9.7983	0.8222	3.3802	0.3197	49.9833	19.2095	2.5605	9.8316	59.7817	20.0317	0.5629	7.1048	0.jpg	504.5425	194.867	48.3998	none	0.9238	0.3063	0.1446	0.0541	0.733657609	0.8575	0.1524	0.1952	0.8156	0.286519202	0.809	0.1721	0.9365	0.597161822	0.249023895	0.4223	0.554465481	0.3508	0.258173528	0.4223	0.107299564	0.3508	0.7867	0.4207	0.393	0.895212191	1	0.84489324	0.4725	0	Par_Gen3_Mut2_ID6	Par_Gen5_Mut1_ID0
9	Gen6_Mut3_ID2	576	576	1088	37.6619	9.1292	20.8263	0.1533	47.3796	16.6912	2.0791	11.5078	9.7177	7.562	22.9023	11.152	3.jpg	1006.05	768.7675	-10.6736	none	0.883	0.4033	0.1777	0.0541	0.0196	0.389740269	0.03194	0.1952	0.8152	0.286519202	0.1824	0.067	0.8919	0.6243	0.444632648	0.4207	0.5586	0.4979	0.398785952	0.4207	0.2324	0.4695	0.7554	0.4207	0.2324	0.431872687	0.4572	0.9826	0.3384	0.364502183	Par_Gen6_Mut0_ID8	Par_Gen6_Mut1_ID10
9	Gen9_Mut0_ID3	2157	2157	2536	3.6773	1.579	4.2201	0.2738	53.8334	17.831	2.3914	9.5632	50.1561	16.252	-1.0661	7.1435	2.jpg	246.2102	285.2481	-20.7492	none	0.9238	0.2664	0.1446	0.0541	0.3472	0.6407	0.323964714	0.1952	0.699339425	0.286519202	0.2907	0.1732	0.9929	0.2634	0.719685482	0.4223	0.522	0.744802552	0.248129189	0.3759	0.3754	0.6125	0.92716068	0.4778	0.7556	0.429	0.8218	0.84489324	0	0.1462	Par_Gen6_Mut1_ID9	Par_Gen6_Mut0_ID4
9	Gen9_Mut0_ID9	1264	1264	1638	8.0453	0.9792	3.3321	0.3137	57.6111	17.9302	2.4734	11.5009	65.6564	18.9094	2.5343	8.1694	1.jpg	955.425	352.0345	8.3445	Horiz	0.7199	0.2664	0.1446	0.0541	0.604	0.6407	0.1265	0.1952	0.8234	0.1426	0.2907	0	0.7223	0.2634	0.3759	0.4207	0.412	0.4695	0.2162	0.4998	0.7556	0.4293	0.7554	0.4207	0.38095067	0.704140571	0.5483	1	0.305331098	0	Par_Gen6_Mut1_ID9	Par_Gen6_Mut0_ID4
9	Gen9_Mut0_ID10	1622	1622	2043	6.2579	2.8966	4.7077	0.3124	51.7174	19.5418	2.0065	11.2799	57.9753	22.4384	-0.3562	7.2082	1.jpg	215.4254	320.8758	-36.8285	none	0.8728	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8152	0.286519202	0.1824	0.067	0.9365	0.714593745	0.444632648	0.4223	0.5586	0.429	0.2162	0.2864	0.1706	0.7251	0.911787423	0.525813894	0.2324	0.704140571	0.8218	0.8726	0.305331098	0.1559	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
9	Gen9_Mut0_ID5	744	744	1164	0.8903	7.6847	6.4751	0.2937	51.2933	19.683	3.733	10.965	52.1836	11.9983	-1.0659	6.6178	0.jpg	971.5023	320.1067	-71.1292	Horiz	0.9238	0.153729229	0.1777	0.0541	0.0196	0.389740269	0.1597	0.1679	0.8168	0.1277	0.2907	0.1732	0.7133	0.262930355	0.5875	0.4207	0.2324	0.63575355	0.398785952	0.4207	0.2324	0.4695	0.7554	0.4219	0.7556	0.431872687	0.4572	0.9826	0.4707	0.364502183	Par_Gen5_Mut0_ID7	Par_Gen4_Mut0_ID5
9	Gen8_Mut0_ID9	770	770	1186	2.8436	0.4017	5.841	0.2923	52.1488	17.2031	2.4184	11.316	54.9924	16.8013	2.5307	5.4761	3.jpg	959.2664	298.0851	-72.5318	Horiz	0.9238	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8234	0.286519202	0.2907	0.068159128	0.9365	0.714593745	0.444632648	0.4223	0.3754	0.744802552	0.248129189	0.24161163	0.3754	0.3377	0.911787423	0.525813894	0.38095067	0.704140571	0.912896931	0.84489324	0.305331098	0	Par_Gen2_Mut0_ID8	Par_Gen2_Mut0_ID2
9	Gen7_Mut2_ID6	916	916	1366	6.8553	0.8766	7.2908	0.3449	54.0864	19.4719	2.865	10.876	60.9417	18.5953	0.8357	3.8733	2.jpg	467.457	249.7629	8.8339	Horiz	0.9136	0.2161	0.1446	0.0541	0.733657609	0.6407	0.1278	0.1679	0.8168	0.1277	0.2907	0.1732	0.7579	0.3533	0.5875	0.4223	0.2324	0.5668	0.2162	0.2864	0.1706	0.7251	0.911787423	0.4427	0.1706	0.7251	0.8218	0.8726	0.4376	0.1559	Par_Gen6_Mut0_ID8	Par_Gen6_Mut1_ID10
9	Gen9_Mut0_ID11	1584	1158	1584	5.0009	3.8525	3.214	0.3838	48.4147	18.3404	2.0843	10.3164	53.4157	14.4878	1.8649	7.1099	2.jpg	285.4271	586.7752	45.2221	none	0.8728	0.2664	0.1446	0.0541	0.3472	0.6407	0	0.1952	0.8152	0.286519202	0.2907	0.067	0.9365	0.12729443	0.5452	0.4223	0.295175824	0.429	0.064739704	0.106505833	0.221885953	0.429	0.9149	0.4778	0.2324	0.429	0.912896931	0.84489324	0.2963	0.412044147	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
9	Gen6_Mut2_ID10	1675	1675	2112	4.4226	0.2261	5.9165	0.3337	51.6904	17.0733	3.0379	11.7959	56.1129	16.8472	-1.015	16.1062	3.jpg	900.3919	670.3382	-18.7161	none	0.9238	0.2664	0.1446	0.0541	0.3472	0.6407	0.323964714	0.1952	0.699339425	0.286519202	0.2907	0.1732	0.9929	0.2634	0.719685482	0.4223	0.522	0.744802552	0.248129189	0.3759	0.3754	0.6125	0.92716068	0.4778	0.7556	0.429	0.8218	0.84489324	0	0.1462	Par_Gen6_Mut1_ID9	Par_Gen6_Mut0_ID4
9	Gen8_Mut1_ID6	10416	10416	10979	0.4848	2.3736	3.8956	0.4006	50.6507	19.3962	2.3177	10.1838	50.1659	21.7698	1.8451	6.317	0.jpg	226.6642	593.3531	-13.5635	Horiz	0.7199	0.2664	0.1446	0.0541	0.3472	0.6407	0.323964714	0.1952	0.699339425	0.1426	0.2907	0	0.9929	0.2634	0.719685482	0.4207	0.3754	0.744802552	0.248129189	0.3759	0.3754	0.3377	0.92716068	0.4778	0.38095067	0.429	0.5483	1	0	0	Par_Gen5_Mut0_ID8	Par_Gen3_Mut2_ID6
9	Gen9_Mut0_ID2	877	877	1300	5.118	0.2528	6.2157	0.3582	56.0023	18.1757	1.5506	10.5401	61.1202	18.4285	1.0417	4.3452	1.jpg	841.881	398.0524	25.1649	Horiz	0.6689	0.2664	0.1446	0.0541	0.3472	0.6407	0.437307939	0.1952	0.8152	0	0.1824	0.067	0.853033217	0.041036284	0.260093442	0.4207	0.5586	0.429	0.2162	0.4207	0.1706	0.7251	0.92716068	0.4778	0.2324	0.429	0.673471138	0.9836	0.2963	0	Par_Gen3_Mut0_ID4	Par_Gen4_Mut0_ID5
9	Gen3_Mut2_ID6	2588	2588	3038	4.5909	0.8362	4.377	0.3514	54.4085	17.7148	1.9699	11.4512	58.9994	18.551	2.5378	7.1111	1.jpg	344.6389	780.1137	60.3949	Horiz	0.7607	0.3063	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.7242	0.286519202	0.2907	0.01363	0.9365	0.2634	0.444632648	0.4223	0.3754	0.744802552	0.248129189	0.24161163	0.3754	0.3377	0.92716068	0.525813894	0.38095067	0.429	0.912896931	1	0.06107	0	Par_Gen6_Mut1_ID9	Par_Gen3_Mut2_ID6
9	Gen9_Mut0_ID6	920	920	1435	0.0632	7.4683	4.3907	0.3055	55.4684	19.2526	2.6792	11.817	55.4052	26.721	0.2293	8.1733	2.jpg	535.9929	764.1135	-6.6335	Horiz	0.8728	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8234	0.286519202	0.1824	0.06793	0.9365	0.714593745	0.444632648	0.4223	0.5586	0.744802552	0.2162	0.2864	0.1706	0.3377	0.911787423	0.525813894	0.2324	0.704140571	0.912896931	0.8726	0.305331098	0.03118	Par_Gen3_Mut2_ID6	Par_Gen6_Mut0_ID8
9	Gen9_Mut0_ID0	2220	1292	2220	8.5101	1.1599	3.3431	0.355	51.4773	19.1248	2.617	10.4082	59.9874	20.2847	2.479	7.068	0.jpg	565.1416	256.8178	-62.8392	none	0.7199	0.2664	0.1446	0.0541	0.604	0.6407	0.1265	0.1952	0.8234	0.1426	0.2907	0	0.7223	0.2634	0.3759	0.4207	0.412	0.4695	0.2162	0.4998	0.7556	0.4293	0.7554	0.4207	0.38095067	0.704140571	0.5483	1	0.305331098	0	Par_Gen6_Mut1_ID9	Par_Gen6_Mut0_ID4
9	Gen8_Mut0_ID11	1858	1257	1858	0.3704	2.8107	5.3763	0.3641	53.0581	18.6488	2.5919	11.2222	52.6877	15.8381	-1.0583	7.275	3.jpg	864.4699	213.7293	28.1179	none	0.911	0.2664	0.1446	0.0541	0.604	0.9117	0.1265	0.1952	0.8234	0.286519202	0.1824	0.1732	0.7674	0.6027	0.3759	0.4223	0.4782	0.4695	0.2162	0.2864	0.7556	0.3508	0.7554	0.525813894	0.3609	0.2976	0.230286841	0.672	0.305331098	0.1559	Par_Gen6_Mut0_ID4	Par_Gen7_Mut0_ID8
10	Gen10_Mut0_ID4	1277	1071	1277	1.9218	4.8956	5.044	0.3712	56.4861	18.9165	3.2119	11.6068	54.5643	23.8121	1.5981	6.828	3.jpg	566.2335	177.4412	-32.1312	Horiz	0.883	0.4258	0.1446	0.0541	0.3472	0.6407	0.323964714	0.1952	0.7986	0.1426	0.2907	0.05453	0.9929	0.714593745	0.719685482	0.4207	0.3754	0.744802552	0.248129189	0.3759	0.3754	0.3377	0.911787423	0.4207	0.38095067	0.704140571	0.5483	0.84489324	0.2443	0	Par_Gen6_Mut1_ID9	Par_Gen3_Mut2_ID6
10	Gen10_Mut0_ID8	694	694	861	7.0629	0.9571	2.4429	0.315	52.7849	18.9627	2.3564	9.5416	59.8478	19.9197	2.5313	7.1049	0.jpg	370.7584	367.3755	-46.008	none	0.4116	0.2664	0.1446	0.0541	0.766555416	0.6407	0.168	0.08615	0.8195	0	0.339875757	0.3275	0.711	0.5179	0.066358186	0.394911834	0.1971	0.550428322	0.946199229	0.255597635	1	0.143039372	0.92716068	0.4207	0.367568413	0.442151371	0.274986743	1	0.596997976	0.177161202	Par_Gen5_Mut0_ID10	Par_Gen4_Mut0_ID5
10	Gen10_Mut0_ID11	1317	1089	1317	4.7199	3.0767	4.6171	0.3554	57.0062	18.0554	2.7778	12.1893	61.726	21.1321	1.3888	7.786	1.jpg	989.3402	349.9315	-74.0757	none	0.9238	0.4657	0.1446	0.0541	0.733657609	0.6407	0	0.1952	0.8152	0.286519202	0.2907	0.06723	0.9365	0.714593745	0.444632648	0.4223	0.3754	0.429	0.248129189	0.24161163	0.3754	0.7251	0.911787423	0.525813894	0.38095067	0.704140571	0.8218	0.84489324	0.305331098	0.1247	Par_Gen3_Mut2_ID6	Par_Gen6_Mut0_ID8
10	Gen5_Mut1_ID8	1255	1043	1255	8.6792	0.8092	7.5842	0.3025	53.7049	20.8486	2.8979	12.0354	62.3841	20.0394	1.1374	4.6583	2.jpg	516.7225	595.8421	56.0318	none	0.9238	0.153729229	0.1777	0.0541	0.5097	0.8073	0.1597	0.1679	0.8137	0.1277	0.2907	0.1732	0.7133	0.262930355	0.3759	0.4207	0.1564	0.4704	0.398785952	0.4207	0.2324	0.3508	0.7554	0.505	0.4398	0.431872687	0.4572	0.9826	0.4707	0.1559	Par_Gen6_Mut1_ID10	Par_Gen7_Mut0_ID8
10	Gen9_Mut0_ID0	2585	2585	2806	8.4115	3.3305	5.544	0.3483	51.5638	17.0175	3.6301	12.4873	59.9753	20.348	2.4768	7.0646	3.jpg	932.7056	588.4828	74.8332	Horiz	0.9238	0.110438253	0.1446	0.5416	0	0.881428433	0.6407	0.704140571	0.742586416	0.8218	1	0.616307918	0.3231	0.7554	0.9386	0.5984	0.8195	0.532937107	0.3275	0.1265	0.89770824	0.5352	0.1435	0.286519202	0.2976	0.08615	0.107915959	0.1564	0.305331098	0.1462	Par_Gen5_Mut0_ID10	Par_Gen6_Mut0_ID4
10	Gen9_Mut1_ID7	2552	2552	2789	11.0183	1.447	8.3164	0.3475	53.2374	18.9396	3.74	11.0592	64.2557	17.4925	-4.5017	9.9471	0.jpg	1029.7263	288.9627	-48.7325	none	0.8728	0.4657	0.1446	0.0541	0.1421	0.4941	0	0.1952	0.8168	0.286519202	0.1824	0.1788	0.7674	0.6027	0.5875	0.5126	0.2324	0.5944	0.2162	0.2864	0.1706	0.4695	0.7554	0.4427	0.6767	0.2976	0.230286841	0.672	0.305331098	0.364502183	Par_Gen6_Mut1_ID10	Par_Gen7_Mut0_ID8
10	Gen10_Mut0_ID2	6186	6186	6432	1.1099	1.6698	4.138	0.3667	57.8444	17.5657	2.2584	11.239	58.9543	19.2355	2.5315	7.11	1.jpg	927.3451	301.2762	-74.7401	none	0.9238	0.2664	0.1446	0.0541	0.604	0.6407	0.1265	0.1952	0.8234	0.286519202	0.2907	0.1732	0.7223	0.2634	0.3759	0.4223	0.5586	0.4695	0.2162	0.4998	0.7556	0.704140571	0.7554	0.4998	0.7556	0.704140571	0.8218	0.84489324	0.305331098	0.1462	Par_Gen5_Mut0_ID7	Par_Gen3_Mut2_ID6
